
354,"""feat(library): add new link for conditional-link""",1,added

355,"""feat(library): add js & ts logo to auth-context""",0,added

356,"""fix: tailwind css spelling""",1,fixed

357,"""feat: add ts to `PickTech`""",0,added

358,"""feat(projects): add github link for sxceosleague""",1,added

359,"""fix: edit on github link full width

width should be only as big as text""",0,fixed

360,"""chore(package): update all Yarn dependencies (2021-08-30)""",0,changed

361,"""chore(release): 0.1.1""",0,changed

362,"""feat: add footer links and twitter""",1,added

363,"""chore(release): 0.1.0""",0,changed

364,"""chore: add standard-version""",0,added

365,"""feat: add edit on github button""",0,added

366,"""feat: add utterances to lib and blog""",1,added

367,"""chore(package): update all Yarn dependencies (2021-08-23)""",0,changed

368,"""chore(package): update all Yarn dependencies (2021-08-16)""",0,changed

369,"""chore(package): update next to version 11.1.0""",0,changed

370,"""docs: add banner on readme""",1,added

371,"""feat: add lightbulb to 404 page""",1,added

372,"""feat: add image preview with lightbox""",1,added

373,"""feat: add typescript to current stack""",1,added

374,"""feat(library): update auth-context""",0,changed

375,"""chore(package): update all Yarn dependencies (2021-08-07)""",0,changed

376,"""perf: use transform for stagger""",1,changed

377,"""fix(blog): rhf link to demo clashes with hash link""",0,changed

378,"""feat: use fit-content for mdx headings""",1,added

379,"""feat(blog): update youtube-list""",0,changed

380,"""fix(blog): typo""",0,changed

381,"""feat(library): update content

conventional-commit-readme, husky-commitlint-prettier,
prettier-config, toast""",0,changed

382,"""feat: conditionally increment count""",1,added

383,"""feat(projects): add side-projects""",1,added

384,"""fix: hash-anchor overflows on mobile""",1,fixed

385,"""refactor: use react-lite for 20-javascript""",0,changed

386,"""feat(projects): add ppdbsumsel""",1,added

387,"""chore: add react-lite-youtube-embed""",0,added

388,"""feat: remove hash-anchor underline animation""",1,added

389,"""fix: copy to clipboard not working on android""",1,fixed

390,"""chore: add react-copy-to-clipboard""",0,added

391,"""chore(package): update react-intersection-observer to version 8.32.0""",0,changed

392,"""chore: remove prism-react-renderer tailwindcss-border-gradients""",0,changed

393,"""chore: remove @mapbox/rehype-prism @mdx-js/react""",0,changed

394,"""chore: add next-sitemap config""",0,added

395,"""chore: add next-sitemap""",0,added

396,"""chore(package): update react-hook-form to version 6.15.8""",0,changed

397,"""chore(package): update reading-time to version 1.3.0""",0,changed

398,"""chore(package): update swr to version 0.4.2""",0,changed

399,"""chore(package): update querystring to version 0.2.1""",0,changed

400,"""chore(package): update react-icons to version 4.2.0""",0,changed

401,"""chore(package): update framer-motion to version 3.10.6""",0,changed

402,"""chore(package): update postcss to version 8.3.5""",0,changed

403,"""chore(package): update mdx-prism to version 0.3.3""",0,changed

404,"""chore(package): update faunadb to version 4.3.0""",0,changed

405,"""chore(package): update autoprefixer to version 10.3.1""",0,changed

406,"""chore(package): update prettier to version 2.3.2""",0,changed

407,"""chore(package): update next-mdx-remote to version 2.1.4""",0,changed

408,"""chore(package): update @tailwindcss/typography to version 0.4.1""",0,changed

409,"""chore(package): update tailwindcss to version 2.2.4""",0,changed

410,"""chore(package): update next to version 11.0.1""",0,changed

411,"""chore(package): update lint-staged to version 11.0.1""",0,changed

412,"""chore(package): update gray-matter to version 4.0.3""",0,changed

413,"""chore(package): update @tippyjs/react to version 4.2.5""",0,changed

414,"""fix(blog): typo in btb-flex-mental-model""",0,changed

415,"""fix: only add heading style for hash anchor""",1,fixed

416,"""style: remove unused console""",1,removed

417,"""feat: add content dashboard""",1,added

418,"""feat(library): add link for css-tricks""",0,added

419,"""feat(library): feature btb-flex-mental-model""",0,added

420,"""feat: add remark-slug anchor and dynamic smooth""",1,added

421,"""chore: add remark-autolink-headings, remark-slug""",0,added

422,"""feat(library): add btb-flex-mental-model""",1,added

423,"""fix(library): typo description rhf""",0,changed

424,"""fix: adjust scroll for arrow button""",1,fixed

425,"""fix: min-h without header and transform overriding

using tailwind `@apply` to avoid transform being overriden on arrow""",1,fixed

426,"""feat: add preload hook to all animated pages""",1,added

427,"""feat: add isLoaded to useLoadingWithPreload hook""",1,added

428,"""feat: add conditional setIsLoaded

add timeout when is not preloaded to compensate the preload overlay
but don't add timeout if already preloaded""",1,added

429,"""feat: use css transform for stagger""",1,added

430,"""feat: change preload timeout to 200ms""",1,added

431,"""feat: use preloader in PreloadContext for index""",0,added

432,"""feat: add loading useEffect for index""",1,added

433,"""refactor: move console.log hello to new file""",1,changed

434,"""feat: temporary remove layoutId animation""",1,added

435,"""feat(library): sort result alphabetically""",0,changed

436,"""feat(library): remove rhf-input""",0,changed

437,"""feat(blog): add rhf""",0,added

438,"""feat(blog): add conditional englishOnly""",0,added

439,"""chore(deps): bump color-string from 1.5.4 to 1.5.5

Bumps [color-string](https://github.com/Qix-/color-string) from 1.5.4 to 1.5.5.
- [Release notes](https://github.com/Qix-/color-string/releases)
- [Changelog](https://github.com/Qix-/color-string/blob/master/CHANGELOG.md)
- [Commits](https://github.com/Qix-/color-string/compare/1.5.4...1.5.5)

---
updated-dependencies:
- dependency-name: color-string
  dependency-type: indirect
...

Signed-off-by: dependabot[bot] <support@github.com>""",0,changed

440,"""chore(deps): bump trim-newlines from 3.0.0 to 3.0.1

Bumps [trim-newlines](https://github.com/sindresorhus/trim-newlines) from 3.0.0 to 3.0.1.
- [Release notes](https://github.com/sindresorhus/trim-newlines/releases)
- [Commits](https://github.com/sindresorhus/trim-newlines/commits)

---
updated-dependencies:
- dependency-name: trim-newlines
  dependency-type: indirect
...

Signed-off-by: dependabot[bot] <support@github.com>""",0,changed

441,"""chore(deps): bump lodash from 4.17.20 to 4.17.21

Bumps [lodash](https://github.com/lodash/lodash) from 4.17.20 to 4.17.21.
- [Release notes](https://github.com/lodash/lodash/releases)
- [Commits](https://github.com/lodash/lodash/compare/4.17.20...4.17.21)

---
updated-dependencies:
- dependency-name: lodash
  dependency-type: indirect
...

Signed-off-by: dependabot[bot] <support@github.com>""",0,changed

442,"""chore(deps): bump glob-parent from 5.1.1 to 5.1.2

Bumps [glob-parent](https://github.com/gulpjs/glob-parent) from 5.1.1 to 5.1.2.
- [Release notes](https://github.com/gulpjs/glob-parent/releases)
- [Changelog](https://github.com/gulpjs/glob-parent/blob/main/CHANGELOG.md)
- [Commits](https://github.com/gulpjs/glob-parent/compare/v5.1.1...v5.1.2)

---
updated-dependencies:
- dependency-name: glob-parent
  dependency-type: indirect
...

Signed-off-by: dependabot[bot] <support@github.com>""",0,changed

443,"""chore(deps): bump browserslist from 4.16.1 to 4.16.6

Bumps [browserslist](https://github.com/browserslist/browserslist) from 4.16.1 to 4.16.6.
- [Release notes](https://github.com/browserslist/browserslist/releases)
- [Changelog](https://github.com/browserslist/browserslist/blob/main/CHANGELOG.md)
- [Commits](https://github.com/browserslist/browserslist/compare/4.16.1...4.16.6)

---
updated-dependencies:
- dependency-name: browserslist
  dependency-type: indirect
...

Signed-off-by: dependabot[bot] <support@github.com>""",0,changed

444,"""feat: remove prisma utils""",1,added

445,"""refactor: remove unused import""",1,changed

446,"""chore: remove `prisma` and `@prisma/client`""",0,changed

447,"""ci: add revert type to commitlint""",1,added

448,"""revert: remove prisma model and migration

This reverts commit 1eabf73a1a23ef97a9813d6b25ef608adcd5b142.""",1,changed

449,"""feat: add min-width to library card

to prevent jumping from fallback likes to actual likes""",1,added

450,"""fix: debounce mutation""",1,fixed

451,"""feat: user promise in mutate""",1,added

452,"""feat: change api to use faunadb""",1,added

453,"""fix: addLike not mutated optimistically

need to explicitly pass object, instead of function""",0,fixed

454,"""docs: add env example for prisma""",1,added

455,"""feat: use production database url""",1,added

456,"""feat: add focus state for LikeButton""",1,added

457,"""fix: back button don't have ring-vis""",0,fixed

458,"""fix: can't open ProjectCard side link

happens because of nested links""",0,fixed

459,"""feat: implement useContentMeta to projects""",1,added

460,"""feat: implement useContentMeta to library""",1,added

461,"""feat: implement useContentMeta to blog""",1,added

462,"""feat: add LikeButton""",1,added

463,"""feat: add useContentMeta hook""",1,added

464,"""feat: add content and like api route""",1,added

465,"""chore: add crypto""",0,added

466,"""feat: add model and migrate""",1,added

467,"""chore: add prisma and @prisma/client""",0,added

468,"""refactor: simplify CustomLink and UnstyledLink""",0,changed

469,"""feat(library): add demo link to rhf-input""",0,added

470,"""perf: omit content from mdx index

content is not needed in the index, blog, and lib pages""",0,changed

471,"""feat(library): add toast""",0,added

472,"""feat(library): add seo""",0,added

473,"""fix(library): quote on description""",0,changed

474,"""feat(library): add youtube-embed""",0,added

475,"""feat(library): add rhf-input""",0,added

476,"""feat(library): update conditional-link for next""",0,changed

477,"""feat(library): update absolute-import for next""",0,changed

478,"""feat: add cv to public folder""",1,added

479,"""fix: react-icons bug on IconContext""",0,fixed

480,"""chore: bump tailwindcss from 2.1 to 2.2""",0,changed

481,"""chore: bump next from 10.2 to 11""",0,changed

482,"""chore: upgrade browserslist""",0,changed

483,"""chore: bump react and react-dom from 17.0.1 to 17.0.2""",0,changed

484,"""refactor: remove jsconfig folder path""",1,changed

485,"""feat(blog): add accent for reading time and views""",1,added

486,"""feat(library): add get-local-storage""",0,added

487,"""feat: add syntax highlight for token dom""",1,added

488,"""feat(library): update conditional-link to have cra code""",0,changed

489,"""feat: change method from framer to css transform for card scale""",1,added

490,"""feat: make white mode gradient more visible""",1,added

491,"""feat: change dark border color to more muted""",1,added

492,"""feat: change color scheme from #333 to #222""",0,added

493,"""fix(blog): link overflows in nextjs-redirect""",1,changed

494,"""feat(blog): add nextjs-redirect-no-flashing""",0,added

495,"""feat: add env example""",1,added

496,"""feat: use rewrite for splitbee""",1,added

497,"""feat: add splitbee analytics""",1,added

498,"""feat(library): add html css json to husky-commitlint-prettier""",0,added

499,"""docs: change usable scope""",1,changed

500,"""feat(library): add postmerge hook on husky-commitlint-prettier""",0,added

501,"""docs: update image guide""",1,changed

502,"""docs: add commit message convention""",1,added

503,"""ci: initialize lint-staged precommit""",1,changed

504,"""chore: install lint-staged and prettier""",0,changed

505,"""ci: initialize husky and commitlint""",1,changed

506,"""chore: install husky and commitlint""",0,changed

